size,total_sqft,bath,balcony,built_up,carpet,plot,immediate,readymove
3,1430,2,0,0,0,0,0,1
2,1240,2,2,0,0,0,0,1
3,1325,2,2,0,0,0,0,1
2,1230,2,2,0,0,0,0,1
2,1000,2,3,0,0,0,0,1
4,740,2,1,0,0,1,0,1
3,1330,2,2,0,0,0,0,1
4,3005,5,1.584375738,0,0,0,0,1
3,1300,3,2,0,0,0,0,1
2,1243,2,2,0,0,0,0,1
4,936,2,1,1,0,0,0,1
3,1500,2,2,0,0,0,0,0
3,1200,4,1,0,0,1,0,1
2,1073,2,2,1,0,0,0,1
2,1300,2,2,1,0,0,0,1
4,4201,4,3,0,0,1,0,0
2,1065,2,1,1,0,0,0,0
2,1216,2,1,0,0,0,0,0
3,1252,3,2,1,0,0,0,1
2,1196,2,1,0,0,0,0,0
2,1027,2,2,1,0,0,0,1
3,610,2,1,0,0,1,0,1
3,1270,2,2,0,0,0,0,1
2,1171,2,2,0,0,0,0,0
3,1215,2,3,0,0,0,0,1
1,600,1,0,0,0,1,0,1
2,1180,2,1,0,0,0,0,0
2,1160,2,1,1,0,0,0,0
4,4382,4,3,0,0,1,0,1
3,2140,3,2,0,0,0,0,0
3,1500,3,1,0,0,0,0,1
2,1008,2,2,0,0,0,0,1
3,1921,4,3,0,0,0,0,1
2,1127,2,2,0,0,0,0,1
3,1621,3,1,0,0,0,0,0
3,2400,3,0,0,0,1,0,1
3,1030,2,2,0,0,0,0,1
2,1314,2,1,0,0,0,0,0
3,1220,3,1,0,0,0,0,1
4,600,3,1,0,0,1,0,0
3,1590,2,3,1,0,0,0,1
2,703,2,1,0,0,0,0,1
3,1795,3,2,0,0,0,0,0
4,3000,3,0,1,0,0,0,1
4,4395,4,2,0,0,0,0,0
2,825,2,1,0,0,0,0,1
4,4025,6,1,0,0,0,0,0
3,1254,2,1,0,0,0,0,0
3,2040,3,2,1,0,0,0,1
3,2215,4,2,0,0,0,0,1
2,1478,2,2,0,0,0,0,1
3,2475,4,3,0,0,0,0,1
3,1669,3,2,0,0,0,0,1
3,1820,3,2,0,0,0,0,1
3,1623,3,1,0,0,0,0,0
2,1243,2,2,0,0,0,0,1
2,1200,2,2,0,0,0,0,1
3,1613,3,3,0,0,0,0,1
2,1293,2,2,0,0,0,0,1
2,1065,2,2,0,0,0,0,1
2,940,2,1,0,0,0,0,0
3,1181,2,1,0,0,0,0,1
3,2215,3,2,0,0,0,0,1
1,1100,2,1.584375738,1,0,0,0,1
2,1050,2,1,0,0,0,0,1
3,1260,2,1,0,0,0,0,1
5,2800,3,2,0,0,0,0,1
3,1500,3,2,0,0,0,0,1
6,1200,6,3,0,0,1,0,1
2,1000,2,0,0,0,1,0,0
3,1530,3,3,0,0,0,0,1
2,1140,2,2,0,0,0,0,1
3,1864,3,3,0,0,0,0,1
3,1575,3,3,1,0,0,0,1
3,1200,3,1.584375738,0,0,1,0,0
2,945,2,1,0,0,0,0,1
3,1691,3,2,0,0,0,0,1
2,1200,2,3,0,0,1,0,1
3,1220,3,1,1,0,0,0,0
1,600,1,1,1,0,0,0,1
2,1160,2,2,0,0,0,0,0
3,1950,2,1.584375738,0,0,0,0,1
3,1650,3,1,0,0,0,0,1
4,2400,4,1,1,0,0,0,1
2,795,1,1,0,0,0,0,1
5,800,5,1,0,0,1,0,1
5,1400,5,1,0,0,1,0,1
3,2285,4,1,0,0,0,0,1
2,1243,2,2,0,0,0,0,1
2,1263,2,1,0,0,0,0,1
5,1200,4,2,0,0,0,0,1
3,1345,2,1,0,0,0,0,1
5,4400,5,3,1,0,0,0,1
3,1360,2,1,0,0,0,0,1
2,1026,2,1,0,0,0,0,1
2,1050,2,2,0,0,0,0,1
3,1460,3,3,0,0,0,0,1
3,1525,2,2,0,0,0,0,1
3,1843,3,2,1,0,0,0,1
2,1000,2,3,0,0,0,0,0
3,1642,2,1,0,0,0,0,1
3,1200,2,0,0,0,1,0,1
2,975,2,1,0,0,0,0,1
3,1075,2,1,0,0,0,0,1
2,1210,2,1,0,0,0,0,0
3,2000,3,2,0,0,0,0,1
2,1225,2,0,0,0,0,0,1
2,1290,2,1,0,0,0,0,1
2,1220,2,0,1,0,0,0,1
1,1500,2,0,0,0,1,0,1
2,1361,2,2,0,0,0,0,1
5,2801.25,4,1,0,0,1,0,1
2,1394,2,2,1,0,0,0,1
2,870,2,1,0,0,0,0,1
4,5000,5,3,0,0,1,0,1
2,1222,2,2,0,0,0,0,0
2,1420,2,1,0,0,0,0,1
3,1846,3,2,0,0,0,0,1
2,1688.12,2,1,0,0,1,0,1
2,1167,2,2,0,0,0,0,1
2,902,2,2,0,0,0,0,1
4,2422,4,3,0,0,0,0,1
2,1050,2,2,0,0,0,0,1
2,1000,2,0,1,0,0,0,1
2,1260,2,0,1,0,0,0,1
3,3000,3,2,1,0,0,0,1
2,939,2,2,0,0,0,0,1
9,1590,6,1,0,0,1,0,1
1,600,1,0,0,0,1,0,1
2,1298,2,1,1,0,0,0,1
3,1710,3,2,0,0,0,0,1
2,1000,2,1,0,0,0,0,1
3,3350,3,3,0,0,0,0,1
2,1200,4,1,0,0,1,0,1
2,1100,2,2,1,0,0,0,1
1,615,1,1,0,0,0,0,1
2,1350,2,1,0,0,0,0,0
4,5000,5,2,1,0,0,0,1
3,2700,3,1,0,0,0,0,1
6,4000,6,2,0,0,1,0,1
3,1718,3,2,0,0,0,0,1
3,1680,3,2,0,0,0,0,1
2,1500,2,0,0,0,1,0,1
3,1157,2,1,0,0,0,0,0
2,1179,2,1,0,0,0,0,1
2,1315,2,0,0,0,0,0,1
2,1105,2,2,0,0,0,0,0
3,1800,3,2,0,0,0,0,1
2,1010,2,1,0,0,0,0,1
1,630,1,1,0,0,0,0,0
2,1200,2,1,0,0,1,0,0
2,1025,2,1,0,0,0,0,1
2,1195,2,2,0,0,0,0,1
2,1012,2,1,0,0,0,0,0
3,1884,4,2,0,0,0,0,1
2,1090,2,1,0,0,0,0,1
3,1300,3,2,0,0,0,0,1
4,2950,4,2,0,0,0,0,1
3,1710,3,3,0,0,0,0,1
3,1500,3,1,0,0,0,0,1
3,1310,2,2,0,0,0,0,1
2,674,1,1,0,0,0,0,0
3,1350,3,2,1,0,0,0,1
3,1464,2,2,1,0,0,0,1
3,715,2,1,1,0,0,0,1
3,1400,2,1,1,0,0,0,0
3,1625,2,2,0,0,0,0,0
2,1065,2,1,1,0,0,0,0
6,510,4,1,0,0,1,0,1
3,1385,3,3,0,0,0,0,1
2,1040,2,1,0,0,0,0,1
3,1817,3,2,0,0,0,0,1
2,1205,2,1,0,0,0,0,1
2,1070,2,2,0,0,0,0,1
2,1070,2,1,0,0,0,0,1
2,1340,2,1,0,0,0,0,1
2,980,2,2,0,0,0,0,1
2,1006,2,0,1,0,0,0,1
2,1098,2,1,0,0,0,0,1
2,1200,2,1,1,0,0,0,1
4,4190,4,1.584375738,0,0,0,0,1
2,1019,2,1,0,0,0,0,1
2,1150,2,2,0,0,0,0,0
3,1733.5,3,1,0,0,1,0,1
2,1415,2,2,0,0,0,0,1
3,1750,3,2,1,0,0,0,0
3,1537,3,2,0,0,0,0,0
2,1050,2,2,1,0,0,0,1
3,1452,3,3,0,0,0,0,1
2,1246,2,1,0,0,0,0,1
3,1890,4,2,1,0,0,0,1
2,972,2,1,0,0,0,0,0
4,10624,4,2,0,0,1,0,1
4,1500,5,3,0,0,1,0,1
1,630,1,1,0,0,0,0,0
8,1050,5,0,0,0,1,0,0
3,1255,2,1,1,0,0,0,1
4,1900,4,2,0,0,1,0,1
3,2440,3,1,0,0,1,0,1
3,1938,3,3,0,0,0,0,0
3,1711,3,2,0,0,0,0,1
5,1200,4,3,0,0,1,0,1
2,1392,2,1,0,0,0,0,0
2,1225,2,1,0,0,0,0,0
4,3418,3,1.584375738,0,0,0,0,1
3,1750,3,2,0,0,0,0,1
3,1260,2,1,0,0,0,0,1
1,691,1,1,0,0,0,0,0
4,2400,3,2,0,0,1,0,1
2,1285,2,1,0,0,0,0,1
3,1590,3,2,1,0,0,0,1
3,1571,3,2,0,0,0,0,1
5,2800,5,1,1,0,0,0,1
2,1060,2,1,0,0,0,0,1
2,1255,2,1,0,0,0,0,1
4,702,4,0,0,0,1,0,1
3,2400,2,2,0,0,1,0,1
3,1520,2,3,0,0,0,0,1
3,1530,2.692510947,1.584375738,0,0,0,0,1
2,1170,2,1,0,0,0,0,1
3,1580,3,2,0,0,0,0,1
3,1777.26,3,2,0,0,0,0,1
2,1303,2,2,0,0,0,0,1
2,1680,2,3,1,0,0,0,1
3,1495,2,1.584375738,1,0,0,0,1
3,1835,3,1,0,0,0,0,0
3,610,3,1,0,0,1,0,1
2,1080,2,2,1,0,0,0,1
2,1025,2,1,1,0,0,0,0
2,1225,2,1,0,0,0,0,0
1,656,1,1,0,0,0,0,0
2,994,2,2,0,0,0,0,1
2,1025,2,1,0,0,0,0,1
2,1156,2,2,1,0,0,0,1
2,1250,2,2,0,0,0,0,1
4,3092,4,3,1,0,0,0,1
3,1930,4,2,0,0,0,0,1
2,1020,2,1,1,0,0,0,1
3,1310,2,1,1,0,0,0,1
1,612.5,1,0,0,0,0,0,0
2,1322,2,3,1,0,0,0,1
2,1160,2,2,0,0,0,0,1
2,1100,2,2,0,0,0,0,1
3,1720,3,3,1,0,0,0,1
3,1689,3,2,0,0,0,0,0
2,1090,2,1,0,0,0,0,1
2,2000,2,0,0,0,0,0,1
2,1155,2,2,0,0,0,0,1
6,4000,6,0,1,0,0,0,1
4,3913,5,0,1,0,0,0,0
3,3520,5,2,0,0,0,0,1
2,1125,2,2,0,0,0,0,0
3,1847,3,3,1,0,0,0,0
3,1515,2,1,0,0,0,0,1
8,3450,7,2,0,0,1,0,1
5,2500,3,1,0,0,1,0,1
2,1130,2,2,1,0,0,0,1
2,1049,2,1,0,0,0,0,1
3,2650,4,0,0,0,0,0,1
2,850,2,1,0,0,0,0,0
3,1842,3,2,0,0,0,0,0
5,2600,5,3,0,0,1,0,1
2,1282,2,1,0,0,0,0,0
2,800,2,1,0,0,0,0,1
4,1200,4,2,0,0,1,0,1
3,1190,2,2,0,0,0,0,0
3,1318,2,1,0,0,0,0,0
2,1698,2,1,0,0,0,0,0
3,2030,2,1,0,0,0,0,1
3,1276,2,1,0,0,0,0,1
3,1555,2,1,0,0,0,0,1
3,1881,3,2,0,0,0,0,0
3,2900,3,2,0,0,0,0,1
3,1890,3,2,0,0,0,0,0
5,900,5,1.584375738,0,0,0,0,1
2,935,2,1,0,0,0,0,0
2,1000,2,3,0,0,0,0,1
3,1510,3,2,0,0,0,0,1
2,1120,2,1,1,0,0,0,1
2,930,2,1,0,0,0,0,1
3,1160,2,2,0,0,0,0,1
2,1419,2,2,0,0,0,0,1
2,1175,2,2,0,0,0,0,1
3,1350,2,1,1,0,0,0,1
3,2215,3,2,0,0,0,0,1
2,996,2,1,0,0,0,0,1
2,1076,2,1,0,0,0,0,0
4,2180,4,3,0,0,0,0,1
3,1715,3,3,0,0,0,0,1
2,1072,2,2,0,0,0,0,1
2,1230,2,1,0,0,0,0,1
3,1600,2,1,0,0,0,0,1
3,1411,3,1,0,0,0,0,0
5,3600,5,3,1,0,0,0,1
3,2404,3,2,0,0,0,0,1
4,1200,4,1.584375738,0,0,1,0,1
3,1200,3,2,0,0,1,0,0
3,1208,3,1,1,0,0,0,1
5,1700,5,2,0,0,1,0,1
2,1225,2,1,0,0,0,0,0
2,1162,2,1,0,0,0,0,0
3,1262,2,1,0,0,0,0,1
2,1050,2,2,0,0,0,0,0
2,1160,2,1,1,0,0,0,0
3,1500,3,1,0,0,1,0,0
3,1610,3,3,0,0,0,0,1
2,1340,2,2,0,0,0,0,1
3,2275,4,2,0,0,0,0,1
2,1162,2,1,0,0,0,0,1
2,1500,2,0,1,0,0,0,1
4,3150,3,1,0,0,1,0,1
2,1170,2,2,0,0,0,0,0
2,980,2,1,0,0,0,0,1
3,1800,3,2,1,0,0,0,1
3,1423,2,1,0,0,0,0,0
2,1106,2,3,0,0,0,0,1
2,1105,2,2,1,0,0,0,1
4,7500,6,2,0,0,1,0,1
2,1255,2,1,0,0,0,0,1
3,1525,2,2,0,0,0,0,1
2,1061,2,1,0,0,0,0,0
2,600,2,2,0,0,1,0,0
3,1400,2,2,0,0,0,0,0
3,2100,3,2,0,0,0,0,1
2,660,1,1,0,0,0,0,1
2,633,1,1,1,0,0,0,1
2,1260,2,3,0,0,0,0,1
2,907,2,0,0,0,0,0,1
3,2047,3,2,0,0,0,0,0
4,2597,4,3,1,0,0,0,1
2,1211,2,1,1,0,0,0,1
3,1904,3,2,0,0,0,0,1
2,1205,2,1,0,0,0,0,0
2,1164,2,2,0,0,0,0,1
2,1410,2,2,0,0,0,0,1
2,1150,2,1,1,0,0,0,1
2,1170,2,2,0,0,0,0,0
2,1420,2,1,1,0,0,0,1
2,1125,2,2,0,0,0,0,1
3,1789,3,3,1,0,0,0,1
2,1021,2,1,0,0,0,0,1
2,1074,2,2,0,0,0,0,0
2,1222,2,3,0,0,0,0,1
3,1981,3,1,0,0,0,0,1
2,1103,2,2,1,0,0,0,1
2,1201,2,1,0,0,0,0,1
2,970,2,1,0,0,0,0,1
2,920,2,2,0,0,0,0,1
3,1520,3,3,0,0,0,0,1
3,675,3,2,0,0,1,0,1
3,1268,2,1,0,0,0,0,0
1,660,1,0,0,0,0,0,1
3,1755,3,2,0,0,0,0,1
2,945,2,1,0,0,0,0,1
1,500,1,1,0,1,0,0,0
4,2820,4,0,0,0,0,0,1
4,1632,3,0,1,0,0,0,1
2,1167,2,2,0,0,0,0,1
2,1276,2,2,0,0,0,0,1
2,1234,2,2,1,0,0,0,1
2,1180,2,1,0,0,0,0,1
3,1370,2,2,0,0,0,0,1
2,1015,2,2,0,0,0,0,0
9,1200,9,3,0,0,1,0,1
3,1400,3,1,1,0,0,0,1
5,1500,6,3,0,0,1,0,1
2,1050,2,0,0,0,1,0,1
2,1251,2,1,0,0,0,0,0
3,1677,3,1.584375738,0,0,0,0,1
2,1346,2,1,0,0,0,0,0
2,1090,2,1,1,0,0,0,0
5,1200,4,3,0,0,1,0,1
3,1290,2,3,0,0,0,0,1
5,7514,7,1.584375738,0,0,0,0,0
3,1881,3,2,0,0,0,0,1
2,1150,2,2,0,0,0,0,1
2,54450,2,2,0,0,1,0,1
3,2690,3,2,1,0,0,0,1
3,1200,2,2,0,0,0,0,1
2,933.445408,2,2,0,0,0,0,1
3,2735,4,2,0,0,0,0,1
2,950,2,0,1,0,0,0,1
3,1491,3,3,1,0,0,0,1
2,1050,2,1,0,0,0,0,0
3,1660,3,2,0,0,0,0,0
2,1134,2,2,0,0,0,0,1
2,1100,2,1,1,0,0,0,1
4,800,4,1.584375738,0,0,1,0,1
2,1200,2,1,0,0,1,0,0
4,1200,4,3,0,0,1,0,1
3,980,3,1,0,0,1,0,1
2,1080,2,1,0,0,0,0,1
1,705,2,1,0,0,0,0,1
3,1200,2,2,0,0,0,0,1
2,1200,2,1,0,0,0,0,1
3,1804,3,2,0,0,0,0,0
2,750,2,0,1,0,0,0,1
2,420,1,1,0,0,0,0,1
4,2800,4,2,1,0,0,0,1
2,1090,2,2,0,0,0,0,0
2,1500,2,0,0,0,1,0,1
3,1287,3,1,1,0,0,0,1
3,2215,4,2,0,0,0,0,1
4,2800,4,1.584375738,0,0,1,0,1
2,1045,2,2,1,0,0,0,1
2,1263,2,1,0,0,0,0,0
3,1431,3,2,0,0,0,0,1
2,999,2,2,0,0,0,0,1
3,1650,3,2,0,0,0,0,1
3,1535,3,1,0,0,0,0,1
4,2524,5,2,0,0,0,0,0
3,1300,3,2,0,0,0,0,0
3,600,3,2,0,0,1,0,1
3,2095,3,2,0,0,0,0,1
1,284,1,1,0,0,0,0,1
1,500,1,1,0,0,0,0,0
2,1265,2,2,0,0,0,0,1
2,1215,2,1,0,0,0,0,1
2,2200,2,0,0,0,1,0,1
2,1028,2,1,1,0,0,0,1
3,1835,2,1.584375738,0,0,0,0,1
3,1800,3,3,0,0,0,0,1
3,2077,3,3,0,0,0,0,0
4,2880,3,2,0,0,1,0,1
6,499,5,0,1,0,0,0,1
2,708,2,1,0,0,0,0,1
2,1200,2,3,0,0,0,0,1
2,925,2,1,1,0,0,0,1
3,2826,3,1,1,0,0,0,0
1,458,1,0,0,1,0,0,0
4,3500,4,0,1,0,0,0,1
4,5400,4,1.584375738,0,0,1,0,1
4,1000,5,2,0,0,1,0,1
3,1450,2,1,1,0,0,0,1
2,1100,2,1,0,0,0,0,1
2,1185,2,3,0,0,0,0,1
4,1900,4,2,1,0,0,0,1
2,1200,2,1,0,0,1,0,1
1,660,1,1,0,0,0,0,0
3,1920,4,2,0,0,0,0,1
2,1200,2,0,0,0,1,0,1
4,3418,2.692510947,1.584375738,1,0,0,0,1
4,4550,2,1,0,0,0,0,1
2,1205,2,1,0,0,0,0,0
2,1200,2,2,0,0,0,0,1
3,1421,2,2,0,0,0,0,1
3,1250,3,3,0,0,0,0,0
1,524,1,1,0,0,0,0,0
5,4200,5,1.584375738,1,0,0,0,1
3,1540,3,1.584375738,0,0,0,0,1
2,984,2,1,0,0,0,0,0
2,985,2,1,0,0,0,0,0
4,2830,4,3,1,0,0,0,0
2,1140,2,3,0,0,0,0,1
5,3600,5,3,1,0,0,0,1
3,1410,2,3,0,0,0,0,1
3,1700,2,2,0,0,0,0,1
2,1360,2,0,0,0,0,0,0
4,1800,3,2,0,0,1,0,1
2,1333,2,1,0,0,0,0,0
2,1258,2,1,0,0,0,0,1
3,1458,2,2,0,0,0,0,1
2,1386,2,1,1,0,0,0,1
2,1140,2,1,1,0,0,0,0
1,550,1,1,1,0,0,0,1
2,1200,2,3,0,0,0,0,1
2,1081,2,1,0,0,0,0,1
4,2135,3,2,0,0,0,0,1
4,2500,4,0,1,0,0,0,0
2,1178,2,1,0,0,0,0,1
2,991,2,2,0,0,0,0,1
3,1493,2,3,0,0,0,0,1
3,2495,3,3,0,0,0,0,1
2,1080,2,1,0,0,0,0,1
2,814,2,1,0,0,0,0,1
2,1025,2,1,0,0,0,0,1
2,1115,2,1,0,0,0,0,0
4,3075,2,3,0,0,0,0,1
7,1900,3,0,0,0,1,0,1
3,1760,3,2,0,0,0,0,1
7,4000,8,1,0,0,0,0,1
4,3090,4,1.584375738,1,0,0,0,1
4,2700,4,3,1,0,0,0,1
2,1175,2,2,0,0,0,0,1
4,4235,5,3,0,0,0,0,0
2,1100,2,2,0,0,0,0,1
8,1200,7,1,0,0,1,0,1
2,1450,2,2,0,0,0,0,1
3,1810,3,3,0,0,0,0,1
3,1426,2,3,0,0,0,0,1
3,2400,2,3,1,0,0,0,1
2,1100,2,1,1,0,0,0,1
1,650,1,1,0,0,0,0,1
3,1350,3,2,0,0,0,0,0
2,900,2,1,0,0,0,0,0
2,1360,2,3,0,0,0,0,1
1,674,1,1,0,0,0,0,1
3,1655,3,2,0,0,0,0,0
2,1300,2,2,0,0,1,0,1
1,936,1,0,1,0,0,0,0
2,1277,2,2,0,0,0,0,1
2,1200,2,1,0,0,0,0,1
2,1015,2,1,0,0,0,0,1
2,1153,2,2,0,0,0,0,1
2,1035,2,1,0,0,0,0,1
5,3300,3,1,1,0,0,0,1
2,1150,2,1,0,0,0,0,1
2,1020,2,1,0,0,0,0,1
4,3715,6,0,0,0,0,0,0
2,1160,2,1,0,0,0,0,1
3,1075,2,1,0,0,0,0,1
2,1225,2,2,1,0,0,0,1
4,5000,5,3,0,0,1,0,1
2,1600,2,1,0,0,1,0,1
2,600,1,0,0,0,1,0,1
3,1350,3,2,1,0,0,0,1
3,1300,3,1,0,0,0,0,0
2,830,2,1,0,0,0,0,0
2,1155,2,1,0,0,0,0,1
4,3126,5,3,0,0,0,0,1
2,905,2,2,0,0,0,0,1
3,1375,2,0,0,0,0,0,1
2.803653311,1575,2.692510947,1.584375738,0,0,1,1,0
2,1140,2,2,0,0,0,0,0
3,1550,2,2,0,0,0,0,1
2,957,2,1,0,0,0,0,1
2,890,2,2,1,0,0,0,1
4,3000,4,2,0,0,0,0,1
2,1070,2,1,0,0,0,0,1
5,2400,5,1,0,0,1,0,1
4,2400,4,2,0,0,1,0,1
2,925,2,1,0,0,0,0,1
2,1415,2,2,1,0,0,0,1
1,500,2,0,0,0,1,0,1
2,1225,2,1,0,0,0,0,1
4,2000,4,0,1,0,0,0,1
1,840,1,1,0,0,0,0,0
9,1560,9,1.584375738,0,0,1,0,1
3,1732,3,1,0,0,0,0,0
1,1200,1,0,0,0,1,0,1
2,1260,2,1,0,0,0,0,1
2,1092,2,1,0,0,0,0,1
2,827,2,0,0,0,0,0,1
2,1357,2,2,0,0,0,0,1
2,650,1,1,0,0,0,0,1
3,1370,2,1,0,0,0,0,1
3,1725,3,2,0,0,0,0,1
2,1000,2,0,1,0,0,0,1
1,1350,1,0,0,0,1,0,1
4,3200,4,2,0,0,1,0,1
3,1717,3,2,0,0,0,0,1
2,700,2,1,0,0,0,0,0
2,800,2,1,0,0,0,0,1
3,2367,4,3,0,0,0,0,1
3,1415,2,1,0,0,0,0,1
3,1976,3,1,0,0,0,0,0
2,883,2,1,0,0,0,0,1
1,700,1,1,0,0,0,0,1
3,1445,3,1,0,0,0,0,1
3,2082,3,2,0,0,0,0,0
2,1140,2,2,0,0,0,0,1
2,933,2,1,0,0,0,0,1
4,800,5,1,0,0,1,0,1
2,1155,2,1,1,0,0,0,1
2,1130,2,1,0,0,0,0,1
2,1200,2,2,0,0,0,0,1
2,1055,2,1,0,0,0,0,1
3,1555,3,2,0,0,0,0,1
3,1420,3,2,0,0,0,0,1
3,2214,3,2,0,0,0,0,0
1,658,1,1,0,0,0,0,0
2,896.9,2,1,0,1,0,0,0
4,4000,3,2,0,0,1,0,1
2,1035,2,2,1,0,0,0,1
4,2064,5,2,0,0,1,0,1
3,1839,3,3,0,0,0,0,1
2,1200,2,2,0,0,0,0,1
1,488,1,1,1,0,0,0,1
3,1200,2,1,1,0,0,0,1
5,2760,5,1.584375738,1,0,0,0,1
2,993,2,2,0,0,0,0,1
2,1225,2,1,0,0,0,0,1
2,900,2,0,0,0,1,0,1
9,1200,13,1.584375738,0,0,1,0,0
2,825,2,1,1,0,0,0,1
4,3596,4,2,0,0,0,0,1
6,1350,4,1,0,0,1,0,1
3,1800,3,3,0,0,0,0,1
2,925,2,1,0,0,0,0,1
2,1167,2,1,0,0,0,0,0
2,1150,2,1,0,0,0,0,1
1,650,1,1,0,0,0,0,0
1,675,1,1,1,0,0,0,1
2,2260,3,1,0,0,1,0,1
1,720,1,0,0,0,0,0,0
3,4800,4,2,0,0,1,0,1
2,1100,2,1,0,0,0,0,1
2,550,1,1,0,0,0,0,1
3,1330,2,1,0,0,0,0,1
2,1320,2,1,0,0,0,0,1
3,1685,4,2,0,0,0,0,1
6,2400,5,2,0,0,0,0,1
3,1770,3,3,0,0,0,0,0
3,2100,3,3,0,0,0,0,1
2,1000,2,3,0,0,0,0,1
4,600,5,1,0,0,1,0,1
4,2916,5,1,0,0,1,0,1
3,1419.59,2,1,0,0,0,0,1
3,1400,3,1.584375738,0,0,0,0,1
2,750,2,1,1,0,0,0,1
2,1070,2,1,0,0,0,0,1
3,1536,3,1,0,0,0,0,0
3,1710,3,2,1,0,0,0,1
3,2400,3,3,0,1,0,0,1
3,1773.5,2.692510947,1.584375738,0,0,0,0,0
2,1342,2,1,0,0,0,0,0
3,1600,3,2,0,0,0,0,1
1,938,1,1,0,0,0,0,0
3,1820,3,2,0,0,0,0,1
4,2439,4,3,0,0,0,0,1
3,1665,3,2,0,0,0,0,1
3,1850,3,2,0,0,0,0,1
2,1091,2,1,1,0,0,0,1
2,1346,2,1,0,0,0,0,0
3,1720,3,2,0,0,0,0,1
4,3675,4,3,1,0,0,0,1
2,1060,2,2,0,0,0,0,0
2,1059,2,1,1,0,0,0,0
2,1299,2,1,0,0,0,0,1
3,1491,3,2,0,0,0,0,1
2,1200,2,2,1,0,0,0,1
4,2088,5,0,1,0,0,0,1
1,581,1,1,0,0,0,0,1
2,1296,2,2,0,0,0,0,1
2,1125,2,1,0,0,0,0,1
3,1275,3,1,1,0,0,0,1
2,1095,2,2,0,0,0,0,1
5,10000,4,2,0,0,1,0,1
2,1330,2,2,0,0,0,0,1
2,1135,2,2,0,0,0,0,1
1,516,1,1,0,0,0,0,1
2,1194,2,1,0,0,0,0,1
5,2250,5,1.584375738,0,0,1,0,1
2,770,1,1,0,0,0,0,1
4,3930,5,2,0,0,0,0,1
3,1355,3,2,0,0,0,0,0
8,3000,8,0,1,0,0,0,1
4,2569,4,1,1,0,0,0,1
4,3758,4,2,1,0,0,0,1
2,1116,2,3,0,0,0,0,1
3,1707,3,2,0,0,0,0,1
5,1200,5,1,0,0,1,0,0
2,1070,2,2,0,0,0,0,1
4,6000,4,1.584375738,1,0,0,0,1
3,1240,2,1,0,0,0,0,0
2,1300,2,1,0,0,0,0,0
2,1700,2,2,0,0,0,0,1
3,1383,2,2,0,0,0,0,1
5,3000,4,3,1,0,0,0,1
2,1200,2,1,1,0,0,0,0
2,935,2,3,0,0,0,0,1
3,2072,4,2,0,0,0,0,1
4,2200,3,1,1,0,0,0,1
1,615,1,1,0,0,0,0,1
2,1116,2,1,0,0,0,0,1
3,1639,3,2,0,0,0,0,0
3,1839,3,2,0,0,0,0,1
2,1300,2,2,0,0,0,0,1
1,625,1,1,0,0,0,0,1
1,933,1,1,0,0,0,0,0
3,2289,3,3,0,0,0,0,1
3,2316,3,0,1,0,0,0,1
2,1005,2,1,0,0,0,0,0
2,1080,2,1,1,0,0,0,1
7,1200,5,3,0,0,1,0,1
2,910,2,3,0,0,0,0,1
2,1200,2,0,0,0,1,0,1
2,1110,2,1,0,0,0,0,1
2,1142,2,2,0,0,0,0,1
5,4000,4,3,0,1,0,0,1
3,1800,3,1,0,0,1,0,0
2,1005,2,1,0,0,0,0,1
3,1626.6,3,1,1,0,0,0,0
2,1074,2,2,0,0,0,0,1
2,1230,2,0,0,1,0,0,1
2,660,1,1,0,0,0,0,1
2,1007,2,2,1,0,0,0,1
4,1050,6,1,0,0,1,0,1
3,1820,3,2,1,0,0,0,0
2,1100,2,1,0,0,0,0,1
2,1348,2,0,0,0,1,0,1
2,1230,2,2,0,0,0,0,1
3,1176,2,1,0,0,0,0,0
3,1590,3,2,0,0,0,0,1
2,1200,2,1,1,0,0,0,1
2,1298,2,1,1,0,0,0,0
2,1161,2,1,0,0,0,0,0
4,1350,4,0,0,0,1,0,1
5,1200,5,2,0,0,1,0,1
2,1285,2,1,0,0,0,0,1
3,1644,3,2,0,0,0,0,0
3,1819,3,1,0,0,0,0,1
2,1205,2,1,0,0,0,0,1
3,2350,3,3,0,0,0,0,1
2,1050,2,1,0,0,0,0,1
2,1270,2,2,0,0,0,0,1
3,1240,2,2,0,0,0,0,0
3,1221,3,3,0,0,0,0,1
3,840,2,2,1,0,0,0,1
2,1339,2,2,0,0,0,0,1
4,4303,5,1.584375738,0,0,0,0,1
2,1315,2,1,0,0,0,0,1
2,1250,2,2,0,0,0,0,1
2,850,2,1,0,0,0,0,1
3,1600,2,2,0,0,0,0,1
2,1250,2,1,1,0,0,0,1
3,1312,2,1,0,0,0,0,1
4,3000,4,0,0,0,0,0,1
2,1300,2,2,1,0,0,0,1
3,1990,3,3,1,0,0,0,1
2,760,2,2,0,0,0,0,1
4,5000,4,2,0,0,1,0,1
3,1614,2,2,0,0,0,0,1
4,1500,3,2,0,0,1,0,1
3,1182,2,1,0,0,0,0,1
2,1053,2,1,0,0,0,0,1
1,750,1,1,1,0,0,0,1
3,2000,3,3,0,0,0,0,1
3,1940,4,3,1,0,0,0,0
3,1590,3,2,0,0,0,0,0
2,1035,2,2,0,0,0,0,0
2,1075,2,2,0,0,0,0,1
2,900,2,0,0,0,1,0,1
